current_time,next_time,current_scene,current_wet_weight,next_wet_weight,target_wet_weight,target_wet_stable,target_wet_trend,target_alpha,target_recent_vol,target_method,required_reduction,expected_reduction,noise_scope,noise_mean,noise_std,sampled_noise,noisy_expected_reduction,predicted_next_wet_weight,noisy_predicted_next_wet_weight,actual_next_reduction,strategy_type,has_recommendation,hit_reduce_direction,hit_reduce_direction_noisy,signed_error,abs_error,noisy_signed_error,noisy_abs_error
2025-12-20 00:07:38,2025-12-20 02:21:55,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=网版寿命=551648-1024556,28.6,28.9,28.924999999999997,28.924999999999997,28.924999999999997,1.0,0.37094473981982795,fallback_q35,0.0,0.24693071257992258,scene,-0.04444444444444429,0.4424957278164413,0.0903915615395934,0.337322274119516,28.35306928742008,28.262677725880486,-0.29999999999999716,joint,1,0,0,-0.5469307125799198,0.5469307125799198,-0.6373222741195131,0.6373222741195131
2025-12-20 02:21:55,2025-12-20 03:39:19,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=网版寿命=551648-1024556,28.9,29.3,28.9,28.9,28.9,1.0,0.3592922335521727,fallback_q35,0.0,0.3215045395842578,scene,-0.010000000000000142,0.4323193264243451,-0.45960522830191575,-0.13810068871765796,28.57849546041574,29.038100688717655,-0.40000000000000213,joint,1,0,0,-0.7215045395842599,0.7215045395842599,-0.26189931128234417,0.26189931128234417
2025-12-20 03:39:19,2025-12-20 05:58:54,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=网版寿命=551648-1024556,29.3,29.2,28.711501512570806,28.9,28.58666666666667,0.3984090826727812,0.34840908267278115,dual_target,0.5884984874291952,0.6026160358417788,scene,0.027272727272727337,0.42872094991096676,0.3490068768006926,0.9516229126424713,28.69738396415822,28.34837708735753,0.10000000000000142,joint,1,1,1,-0.5026160358417774,0.5026160358417774,-0.8516229126424699,0.8516229126424699
2025-12-20 05:58:54,2025-12-20 08:27:37,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=网版寿命=551648-1024556,29.2,28.400000000000002,28.70744925506726,28.9,28.58666666666667,0.38547634595933117,0.3354763459593311,dual_target,0.4925507449327391,0.38740394411867296,scene,0.016666666666666607,0.41197356981027555,0.4041544705159444,0.7915584146346173,28.812596055881325,28.40844158536538,0.7999999999999972,joint,1,1,1,0.4125960558813242,0.4125960558813242,0.008441585365379867,0.008441585365379867
2025-12-20 08:27:37,2025-12-20 09:44:49,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=网版寿命=551648-1024556,28.400000000000002,29.0,28.623075175184464,28.9,28.42,0.42307328163430247,0.37307328163430237,dual_target,0.0,0.2580075155067953,scene,-0.04615384615384599,0.4516897924893286,-0.9274165256562754,-0.6694090101494801,28.14199248449321,29.06940901014948,-0.5999999999999979,joint,1,0,0,-0.8580075155067932,0.8580075155067932,0.0694090101494822,0.0694090101494822
2025-12-20 09:44:49,2025-12-20 12:46:53,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=网版寿命=551648-1024556,29.0,28.8,28.61721431811487,28.9,28.42,0.41086316273931595,0.3608631627393159,dual_target,0.3827856818851316,0.37399147797136995,scene,0.0,0.46598589800857326,-0.6067972868735984,-0.2328058089022284,28.62600852202863,29.232805808902228,0.1999999999999993,joint,1,1,0,-0.17399147797137066,0.17399147797137066,0.4328058089022277,0.4328058089022277
2025-12-20 12:46:53,2025-12-20 13:42:59,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=网版寿命=551648-1024556,28.8,28.400000000000002,28.649020368833746,28.875,28.495,0.40531676008879713,0.35531676008879703,dual_target,0.1509796311662548,0.10959697576756249,scene,-0.013333333333333286,0.45294100670568,0.04457082757491695,0.15416780334247943,28.690403024232438,28.645832196657523,0.3999999999999986,joint,1,1,1,0.2904030242324361,0.2904030242324361,0.24583219665751915,0.24583219665751915
2025-12-20 13:42:59,2025-12-20 15:48:59,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=网版寿命=551648-1024556,28.400000000000002,28.2,28.56798093581304,28.8,28.395000000000003,0.42711342176057854,0.3771134217605785,dual_target,0.0,0.1784718770723853,scene,-0.03749999999999987,0.44843477786630165,-0.17931417664945754,-0.0008422995770722419,28.221528122927616,28.400842299577075,0.20000000000000284,joint,1,1,0,0.02152812292761755,0.02152812292761755,0.20084229957707508,0.20084229957707508
2025-12-20 15:48:59,2025-12-20 17:49:13,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=网版寿命=551648-1024556,28.2,29.2,28.458641131403603,28.650000000000002,28.295,0.46096093353126477,0.4109609335312647,dual_target,0.0,0.2128575757637972,scene,-0.047058823529411806,0.43672261631224835,-0.05439626899175897,0.15846130677203824,27.9871424242362,28.04153869322796,-1.0,joint,1,0,0,-1.2128575757637972,1.2128575757637972,-1.1584613067720382,1.1584613067720382
2025-12-20 17:49:13,2025-12-20 20:01:28,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=网版寿命=551648-1024556,29.2,29.8,28.478618527027912,28.700000000000003,28.295,0.45337907908125696,0.4033790790812569,dual_target,0.7213814729720873,0.7734343635016663,scene,0.011111111111111072,0.487498021521784,-0.40474611585218123,0.36868824764948505,28.42656563649833,28.831311752350516,-0.6000000000000014,joint,1,0,0,-1.3734343635016677,1.3734343635016677,-0.9686882476494865,0.9686882476494865
2025-12-20 20:01:28,2025-12-20 21:42:36,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=网版寿命=551648-1024556,29.8,29.1,28.514297360704745,28.75,28.295,0.48197222132910333,0.43197222132910323,dual_target,1.2857026392952555,0.9024333689670523,scene,0.04210526315789478,0.4923796026747996,0.47510288861387767,1.37753625758093,28.897566631032948,28.42246374241907,0.6999999999999993,joint,1,1,1,-0.202433368967053,0.202433368967053,-0.6775362575809307,0.6775362575809307
2025-12-20 21:42:36,2025-12-20 23:57:06,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=网版寿命=551648-1024556,29.1,29.0,28.557076684939716,28.8,28.34,0.47190583682546056,0.4219058368254605,dual_target,0.5429233150602855,0.2375781955578526,scene,0.005000000000000071,0.5064336086793604,0.3988999766609864,0.6364781722188391,28.86242180444215,28.46352182778116,0.10000000000000142,joint,1,1,1,-0.13757819555785117,0.13757819555785117,-0.5364781722188376,0.5364781722188376
2025-12-20 23:57:06,2025-12-21 01:43:37,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=网版寿命=551648-1024556,29.0,29.5,28.5641841640091,28.825,28.34,0.4622353897094783,0.41223538970947826,dual_target,0.43581583599090123,0.10628115606842885,scene,0.0,0.49473417585800994,0.032667642739277726,0.13894879880770658,28.89371884393157,28.861051201192293,-0.5,joint,1,0,0,-0.6062811560684288,0.6062811560684288,-0.6389487988077066,0.6389487988077066
2025-12-21 01:43:37,2025-12-21 03:39:27,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=网版寿命=551648-1024556,29.5,29.2,28.577025649009848,28.85,28.34,0.46475617452910667,0.41475617452910657,dual_target,0.9229743509901525,0.29214400131401824,scene,0.022727272727272728,0.4944526985206772,0.5800947293963218,0.8722387307103401,29.207855998685982,28.62776126928966,0.3000000000000007,joint,1,1,1,0.007855998685982468,0.007855998685982468,-0.5722387307103394,0.5722387307103394
2025-12-21 03:39:27,2025-12-21 06:04:34,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=网版寿命=551648-1024556,29.2,29.1,28.58461611905786,28.875,28.34,0.45722639076235366,0.4072263907623536,dual_target,0.6153838809421401,0.5950064564856281,scene,0.008695652173913012,0.48804226784007887,0.23685997180302495,0.8318664282886531,28.60499354351437,28.368133571711347,0.09999999999999787,joint,1,1,1,-0.49500645648563024,0.49500645648563024,-0.7318664282886552,0.7318664282886552
2025-12-21 06:04:34,2025-12-21 08:05:04,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=网版寿命=551648-1024556,29.1,29.3,28.591506656724135,28.9,28.34,0.44911902986452534,0.39911902986452524,dual_target,0.508493343275866,0.3773978034458002,scene,0.004166666666666726,0.4782600118020411,-0.40679855677327575,-0.02940075332747555,28.722602196554202,29.129400753327477,-0.1999999999999993,joint,1,0,0,-0.5773978034457995,0.5773978034457995,-0.17059924667252374,0.17059924667252374
2025-12-21 08:05:04,2025-12-21 10:05:52,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=网版寿命=551648-1024556,29.3,29.2,28.623984255105867,28.9,28.403333333333336,0.44426360088429206,0.394263600884292,dual_target,0.6760157448941335,0.7032679165623195,scene,0.012000000000000028,0.4701659281572832,0.18537405465687404,0.8886419712191935,28.596732083437683,28.411358028780807,0.10000000000000142,joint,1,1,1,-0.603267916562318,0.603267916562318,-0.7886419712191921,0.7886419712191921
2025-12-21 10:05:52,2025-12-21 12:11:57,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=网版寿命=551648-1024556,29.2,30.4,28.620762172342644,28.9,28.403333333333336,0.43777618592478096,0.3877761859247809,dual_target,0.5792378276573551,0.40365425875665034,scene,0.007692307692307665,0.4615384615384611,-0.4348688926903068,-0.031214633933656477,28.79634574124335,29.231214633933657,-1.1999999999999993,joint,1,0,0,-1.6036542587566496,1.6036542587566496,-1.1687853660663428,1.1687853660663428
2025-12-21 12:11:57,2025-12-21 14:13:52,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=网版寿命=551648-1024556,30.4,30.0,28.653712668329774,28.9,28.403333333333336,0.5041194664357806,0.4541194664357806,dual_target,1.7462873316702243,2.4214061079208555,scene,0.0518518518518518,0.5057963068054686,0.49616876996522136,2.917574877886077,27.978593892079143,27.482425122113924,0.3999999999999986,joint,1,1,1,-2.021406107920857,2.021406107920857,-2.5175748778860783,2.5175748778860783
2025-12-21 14:13:52,2025-12-21 15:51:50,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=网版寿命=551648-1024556,30.0,30.3,28.663877710941605,28.9,28.403333333333336,0.5245859951844427,0.47458599518444267,dual_target,1.3361222890583946,0.7794343584864868,scene,0.03571428571428571,0.5037107203503991,0.01056606912725036,0.7900004276137371,29.220565641513513,29.209999572386263,-0.3000000000000007,joint,1,0,0,-1.0794343584864876,1.0794343584864876,-1.0900004276137378,1.0900004276137378
2025-12-21 15:51:50,2025-12-21 18:19:53,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=网版寿命=551648-1024556,30.3,29.5,28.69025,28.924999999999997,28.403333333333336,0.55,0.5106096573922413,dual_target,1.6097500000000018,1.824029244453223,scene,0.04482758620689658,0.4972935072393858,-0.04710326691708843,1.7769259775361346,28.47597075554678,28.523074022463867,0.8000000000000007,joint,1,1,1,-1.0240292444532222,1.0240292444532222,-0.9769259775361339,0.9769259775361339
2025-12-21 18:19:53,2025-12-21 19:35:21,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=网版寿命=551648-1024556,29.5,29.6,28.730785714285716,28.95,28.462857142857146,0.55,0.5054129476563582,dual_target,0.7692142857142841,0.401709614745016,scene,0.016666666666666666,0.5119136211857965,-0.3319104421815496,0.0697991725634664,29.098290385254984,29.430200827436533,-0.10000000000000142,joint,1,0,0,-0.5017096147450174,0.5017096147450174,-0.16979917256346783,0.16979917256346783
2025-12-21 19:35:21,2025-12-21 21:46:00,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=网版寿命=551648-1024556,29.6,28.400000000000002,28.744535714285718,28.975,28.462857142857146,0.55,0.5024549109124119,dual_target,0.8554642857142838,0.7558560898307911,scene,0.019354838709677465,0.503804464654313,0.6352766233581144,1.3911327131889055,28.844143910169212,28.208867286811095,1.1999999999999993,joint,1,1,1,0.4441439101692082,0.4441439101692082,-0.19113271318890623,0.19113271318890623
2025-12-21 21:46:00,2025-12-21 23:52:23,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=网版寿命=551648-1024556,28.400000000000002,29.2,28.671142857142858,28.9,28.391428571428573,0.55,0.513723510976505,dual_target,0.0,0.43556262599467155,scene,-0.018749999999999933,0.5393500139056266,-0.10209547830263765,0.3334671476920339,27.964437374005332,28.06653285230797,-0.7999999999999972,joint,1,0,0,-1.2355626259946688,1.2355626259946688,-1.133467147692031,1.133467147692031
2025-12-21 23:52:23,2025-12-22 01:31:40,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=网版寿命=551648-1024556,29.2,29.3,28.684892857142856,28.924999999999997,28.391428571428573,0.55,0.5061216944077509,dual_target,0.5151071428571434,0.5272562317739367,scene,0.006060606060606039,0.5493463851454377,-0.22923973470191478,0.2980164970720219,28.672743768226063,28.901983502927976,-0.10000000000000142,joint,1,0,0,-0.6272562317739381,0.6272562317739381,-0.3980164970720233,0.3980164970720233
2025-12-22 01:31:40,2025-12-22 03:48:37,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=网版寿命=551648-1024556,29.3,28.7,28.6982093428444,28.95,28.391428571428573,0.5492238874452204,0.4992238874452204,dual_target,0.6017906571556004,0.4774611448269993,scene,0.008823529411764727,0.5414401531530205,-0.18183571409489918,0.2956254307321001,28.822538855173,29.0043745692679,0.6000000000000014,joint,1,1,1,0.12253885517300211,0.12253885517300211,0.3043745692679013,0.3043745692679013
2025-12-22 03:48:37,2025-12-22 06:02:49,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=网版寿命=551648-1024556,28.7,29.3,28.683362115261005,28.9,28.42,0.5486710734604251,0.49867107346042505,dual_target,0.016637884738994302,0.24810258252939452,scene,-0.008571428571428591,0.5432028974104443,0.2805804633393443,0.5286830458687388,28.451897417470605,28.17131695413126,-0.6000000000000014,joint,1,0,0,-0.848102582529396,0.848102582529396,-1.1286830458687402,1.1286830458687402
2025-12-22 06:02:49,2025-12-22 08:22:37,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=网版寿命=551648-1024556,29.3,29.0,28.68031472990588,28.9,28.42,0.5423223539705849,0.4923223539705849,dual_target,0.61968527009412,0.5135984355110881,scene,0.008333333333333352,0.5448623679425839,0.20745005159330712,0.7210484871043952,28.786401564488912,28.578951512895607,0.3000000000000007,joint,1,1,1,-0.21359843551108737,0.21359843551108737,-0.42104848710439446,0.42104848710439446
2025-12-22 08:22:37,2025-12-22 10:09:38,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=网版寿命=551648-1024556,29.0,29.3,28.690990300290736,28.924999999999997,28.42,0.5366144560212572,0.4866144560212572,dual_target,0.3090096997092644,0.16952454191800617,scene,0.0,0.5397697206692414,0.2227805664722532,0.39230510839025934,28.830475458081995,28.60769489160974,-0.3000000000000007,joint,1,0,0,-0.46952454191800685,0.46952454191800685,-0.69230510839026,0.69230510839026
2025-12-22 10:09:38,2025-12-22 11:43:34,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=网版寿命=551648-1024556,29.3,28.8,28.701306786323176,28.95,28.42,0.5307675213644824,0.48076752136448225,dual_target,0.5986932136768246,0.44148375938755774,scene,0.007894736842105282,0.5347806136250088,0.2382894571932026,0.6797732165807604,28.858516240612442,28.62022678341924,0.5,joint,1,1,1,0.05851624061244226,0.05851624061244226,-0.1797732165807604,0.1797732165807604
