tree_leaf_id,sample_count,wet_weight_mean,wet_weight_std,wet_weight_min,wet_weight_max
5,237,29.236286919831223,0.7171268370232918,26.9,31.4
8,30,29.30666666666667,0.57351507410868,28.1,30.5
13,72,29.345833333333335,0.6683883285534528,27.599999999999998,31.5
14,65,29.358461538461537,0.8007598554834316,27.599999999999998,31.4
10,55,29.45090909090909,0.7305180118632015,28.0,32.099999999999994
9,36,29.58611111111111,0.6770325072498486,28.400000000000002,31.8
12,483,29.970186335403728,0.43719846331777074,29.0,32.300000000000004
11,33,30.003030303030304,0.3548633966796678,29.5,31.0
