tree_leaf_id,sample_count,wet_weight_mean,wet_weight_std,wet_weight_min,wet_weight_max
13,49,29.102040816326532,0.5636524475531471,27.599999999999998,30.200000000000003
5,30,29.17,0.5471871646004207,28.0,30.099999999999998
9,155,29.18064516129032,0.834491584403773,26.9,31.5
8,30,29.30666666666667,0.57351507410868,28.1,30.5
14,95,29.37263157894737,0.6308457857314577,27.900000000000002,31.4
11,75,29.477333333333334,0.6213701802475723,28.2,31.2
7,61,29.668852459016392,0.7253828836337759,28.299999999999997,32.099999999999994
3,516,29.972286821705428,0.43218501420758704,29.0,32.300000000000004
