current_time,next_time,current_scene,current_wet_weight,next_wet_weight,target_wet_weight,required_reduction,expected_reduction,noise_scope,noise_mean,noise_std,sampled_noise,noisy_expected_reduction,predicted_next_wet_weight,noisy_predicted_next_wet_weight,actual_next_reduction,strategy_type,has_recommendation,hit_reduce_direction,hit_reduce_direction_noisy,signed_error,abs_error,noisy_signed_error,noisy_abs_error
2025-12-24 12:34:26,2025-12-24 16:35:36,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=0-10万,29.7,30.0,28.935,0.7650000000000006,1.636307400417119,scene,0.06666666666666676,1.0063291771077765,-0.5762547526284424,1.0600526477886767,28.06369259958288,28.639947352211323,-0.3000000000000007,joint,1,0,0,-1.9363074004171197,1.9363074004171197,-1.3600526477886774,1.3600526477886774
2025-12-24 16:35:36,2025-12-24 21:12:26,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=0-10万,30.0,28.8,28.97,1.0300000000000011,1.636307400417119,scene,0.0772727272727274,0.9843926684102419,-0.19357528760470893,1.44273211281241,28.36369259958288,28.55726788718759,1.1999999999999993,joint,1,1,1,-0.4363074004171197,0.4363074004171197,-0.2427321128124107,0.2427321128124107
2025-12-24 21:12:26,2025-12-25 01:18:15,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=0-10万,28.8,29.4,28.904999999999998,0.0,3.272614800834238,scene,0.021739130434782764,0.9973689395165106,1.512747160660054,4.785361961494292,25.527385199165764,24.01463803850571,-0.5999999999999979,joint,1,0,0,-3.872614800834236,3.872614800834236,-5.38536196149429,5.38536196149429
2025-12-25 01:18:15,2025-12-25 04:37:23,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=0-10万,29.4,29.4,28.939999999999998,0.46000000000000085,1.636307400417119,scene,0.04583333333333339,0.9831832512586639,-0.8054373180348658,0.8308700823822531,27.76369259958288,28.569129917617744,0.0,joint,1,0,0,-1.636307400417119,1.636307400417119,-0.8308700823822531,0.8308700823822531
2025-12-25 04:37:23,2025-12-25 08:44:47,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=0-10万,29.4,29.7,28.975,0.42499999999999716,1.636307400417119,scene,0.04400000000000006,0.9633607839226183,0.976801394734552,2.613108795151671,27.76369259958288,26.786891204848327,-0.3000000000000007,joint,1,0,0,-1.9363074004171197,1.9363074004171197,-2.913108795151672,2.913108795151672
2025-12-25 08:44:47,2025-12-25 12:27:23,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=10-20万,29.7,28.2,29.3,0.3999999999999986,0.6236839364505794,scene,0.03200000000000003,0.7739353978207736,-1.270432486176032,-0.6467485497254527,29.07631606354942,30.34674854972545,1.5,joint,1,1,0,0.8763160635494206,0.8763160635494206,2.146748549725453,2.146748549725453
2025-12-25 12:27:23,2025-12-25 15:54:52,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=10-20万,28.2,29.0,29.3,0.0,1.2473678729011588,scene,-0.026923076923076897,0.8140864121151586,-0.29954842945527366,0.9478194434458851,26.95263212709884,27.252180556554116,-0.8000000000000007,joint,1,0,0,-2.0473678729011597,2.0473678729011597,-1.7478194434458858,1.7478194434458858
2025-12-25 15:54:52,2025-12-25 19:42:57,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=10-20万,29.0,30.099999999999998,29.3,0.0,1.2473678729011588,scene,0.0037037037037037563,0.8139894809955882,0.13618298669896844,1.3835508596001271,27.752632127098842,27.616449140399872,-1.0999999999999979,joint,1,0,0,-2.347367872901157,2.347367872901157,-2.483550859600125,2.483550859600125
2025-12-25 19:42:57,2025-12-25 21:38:32,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=10-20万,30.099999999999998,28.2,29.3,0.7999999999999972,0.7999999999999972,scene,0.04285714285714283,0.8248067182370539,0.5263772601428638,1.326377260142861,29.3,28.77362273985714,1.8999999999999986,joint,1,1,1,1.1000000000000014,1.1000000000000014,0.5736227398571376,0.5736227398571376
2025-12-25 21:38:32,2025-12-25 23:47:26,刮刀高度_上=30.300-30.400 | 刮刀高度_下=34.300-34.400 | 墨刀高度_上=32.300 | 墨刀高度_下=37.200 | life=10-20万,28.2,29.2,29.3,0.0,0.44348877171905815,scene,-0.024137931034482734,0.8846020622637252,0.6050145681870527,1.0485033399061108,27.756511228280942,27.151496660093887,-1.0,joint,1,0,0,-1.443488771719058,1.443488771719058,-2.0485033399061106,2.0485033399061106
