param,dominance,stability_score,per_param_gain,overall_adjust_scale,stability_bias,large_error,upward_trend,recovering,high_vol,scene_risk
印刷压力,0.8215742334665735,0.6274872769214754,1.0418592261267017,0.7769867366533256,0.6303083259768214,0.5599972196995515,0.9831699541177246,0.0,1.0,0.4015416298841069
印刷高度偏移,0.0,1.0,0.9764079417795136,0.7769867366533256,0.6303083259768214,0.5599972196995515,0.9831699541177246,0.0,1.0,0.4015416298841069
刮刀高度偏移,0.17842576653342643,0.37655386020064574,0.8929641620782913,0.7769867366533256,0.6303083259768214,0.5599972196995515,0.9831699541177246,0.0,1.0,0.4015416298841069
